74,11,186,14,185,47,73,43
58,62,122,62,122,85,58,85
125,61,205,63,205,88,124,86
18,85,76,88,75,111,17,108
78,87,186,92,185,115,77,110
189,94,242,94,242,116,189,116
61,116,92,116,92,137,61,137
96,117,133,117,133,138,96,138
137,118,202,120,201,141,136,139
42,139,80,141,79,161,41,159
84,141,220,145,219,166,83,162
36,162,71,164,70,183,35,181
73,164,153,166,153,186,72,184
156,166,228,169,227,189,155,186
