26,12,254,6,256,82,28,88
121,62,169,62,169,84,121,84
51,97,235,92,236,118,52,123
19,134,275,130,277,223,20,227
217,433,268,433,268,458,217,458
39,437,149,435,149,462,40,464
157,436,209,436,209,461,157,461
111,471,255,467,256,494,112,497
53,472,109,472,109,498,53,498
190,504,226,504,226,530,190,530
228,505,257,505,257,529,228,529
56,504,188,505,187,533,55,531
